Order,8- or 10-Digit HS Code,brief_description,Sector,Subsector,Stage,mfn_text,Unit of Quantity
968,85285925,"Color video monitors w/flat panel screen, video display diagonal n/ov 34.29 cm, not incorporate VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
969,85285933,"Color video monitors w/flat panel screen, video display diagonal > 34.29 cm, not with VCR/player, not subj US note 13",ICT,Audiovisual Equipment,Final,5%,NO
970,85285935,"Color video monitors nesoi, with video display diagonal not over 34.29 cm, incorporating VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
971,85285940,"Color video monitors nesoi, with video display diagonal over 34.29 cm, incorporating VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
972,85285945,"Color video monitors nesoi, with video display diagonal not over 34.29 cm, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
973,85285950,"Color video monitors nesoi, with video display diagonal over 34.29 cm, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
974,85285960,"Black and white or other monochrome video monitors, other",ICT,Audiovisual Equipment,Final,5%,NO
975,85286915,"Non-high definition color video projectors, with a cathode-ray tube, incorporating VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
976,85286920,"Non-high definition color video projectors, with a cathode-ray tube, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
977,85286925,"High definition color video projectors, with a cathode-ray tube, incorporating VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
978,85286930,"High definition color video projectors, with a cathode-ray tube, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
979,85286935,"Color video projectors w/flat panel screen, video display diagonal not over 34.29 cm, incorporating VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
980,85286940,"Color video projectors w/flat panel screen, video display diagonal over 34.29 cm, incorporating VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
981,85286945,"Color video projectors w/flat panel screen, video display diagonal not over 34.29 cm, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
982,85286950,"Color video projectors w/flat panel screen, video display diagonal over 34.29 cm, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
983,85286955,"Color video projectors nesoi, incorporating video recording or reproducing apparatus",ICT,Audiovisual Equipment,Final,3.90%,NO
984,85286960,"Color video projectors nesoi, not incorporating a video recording or reproducing apparatus",ICT,Audiovisual Equipment,Final,5%,NO
985,85286970,Black and white or other monochrome video projectors,ICT,Audiovisual Equipment,Final,5%,NO
986,85287110,"Reception apparatus for television, not designed to incorporate a video display or screen, incorporating video recording or reproducing appa",ICT,Audiovisual Equipment,Final,Free,NO
987,85287130,"TV reception printed circuit assemblies incorporating a tuner, of a kind used with ADP machines of heading 8471, nesoi",ICT,Audiovisual Equipment,Final,Free,NO
988,85287140,"TV reception apparatus, not designed to incorp. video display or screen, not incorp. video recording/reproducing apparatus, color",ICT,Audiovisual Equipment,Final,Free,NO
989,85287145,"TV reception apparatus, not designed to incorp. video display or screen, not incorp. video recording/reproducing apparatus, monochrome",ICT,Audiovisual Equipment,Final,Free,NO
990,85287212,"Non-high definition color television reception apparatus, nonprojection, w/CRT, video display diag. not ov 34.29 cm, incorp. a VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
991,85287216,"Non-high def. color television reception app., nonprojection, w/CRT, display diag. ov 34.29 cm but n/ov 35.56 cm, incorp. VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
992,85287220,"Non-high def. color television reception app., nonprojection, w/CRT, video display diag. not ov 34.29 cm, not incorporating VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
993,85287224,"Non-high def. color television reception app., nonprojection, w/CRT, display diag. ov 34.29 cm but n/ov 35.56 cm, n/incorp. VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
994,85287228,"Non-high definition color television reception app., nonprojection, w/CRT, video display diag. ov 35.56 cm, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
995,85287232,"Non-high definition color television reception apparatus, nonprojection, w/CRT, video display diag. ov 35.56 cm, not incorp. a VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
996,85287236,"Non-high definition color television reception apparatus, projection type, with a cathode-ray tube, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
997,85287240,"Non-high definition color television reception apparatus, projection type, with a cathode-ray tube, not incorporating a VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
998,85287244,"High definition color television reception apparatus, nonprojection, with cathode-ray tube, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
999,85287248,"High definition color television reception apparatus, nonprojection, with cathode-ray tube, not incorporating a VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
1000,85287252,"High definition color television reception apparatus, projection type, with cathode-ray tube, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
1001,85287256,"High definition color television reception apparatus, projection type, with cathode-ray tube, not incorporating a VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
1002,85287262,"Color television reception apparatus w/flat panel screen, video display diagonal n/ov 34.29 cm, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
1003,85287264,"Color television reception apparatus w/flat panel screen, video display diagonal over 34.29 cm, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
1004,85287268,"Color television reception apparatus w/flat panel screen, video display diagonal n/o 34.29 cm, not incorporating a VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
1005,85287272,"Color television reception apparatus w/flat panel screen, video display diagonal over 34.29 cm, not incorporating a VCR or player",ICT,Audiovisual Equipment,Final,5%,NO
1006,85287276,"Color television reception apparatus nesoi, video display diagonal not over 34.29 cm, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
1007,85287280,"Color television reception apparatus nesoi, video display diagonal over 34.29 cm, incorporating a VCR or player",ICT,Audiovisual Equipment,Final,3.90%,NO
1008,85287284,"Color television reception apparatus nesoi, video display diagonal not over 34.29 cm, not incorporating a VCR or player",ICT,Audiovisual Equipment,Final,Free,NO
1009,85287297,"Color television reception apparatus nesoi, video display diagonal over 34.29 cm, not incorporating a VCR or player, nesoi",ICT,Audiovisual Equipment,Final,5%,NO
1010,85287300,Black and white or other monochrome television reception apparatus,ICT,Audiovisual Equipment,Final,5%,NO
1011,85182940,"Loudspeakers not mounted in their enclosures, with frequency range of 300Hz to 3.4kHz, with a diameter not over 50 mm, for telecommunication",ICT,Audiovisual Equipment,Input,Free,NO
1012,85229036,"Other assemblies & subassemblies of articles of 8520.90, consisting of 2 or more pieces fastened together, other than printed circuit assemblies",ICT,Audiovisual Equipment,Input,Free,NO
1013,85229065,"Parts and accessories of apparatus of headings 8519 to 8521, nesoi, printed circuit assemblies",ICT,Audiovisual Equipment,Input,Free,NO
1014,85229080,"Parts and accessories of apparatus of headings 8519 to 8521, nesoi, other than printed circuit assemblies",ICT,Audiovisual Equipment,Input,Free,NO
1015,85241200,Flat panel display modules of organic light-emitting diodes without drivers/control circuits,ICT,Audiovisual Equipment,Input,Free,NO
1016,85241900,"Other flat panel display modules without drivers/control circuits, nesoi",ICT,Audiovisual Equipment,Input,Free,NO
1017,85249200,Flat panel display modules of organic light-emitting diodes with drivers/control circuits,ICT,Audiovisual Equipment,Input,Free,NO
1018,85249900,"Other flat panel display modules with drivers/control circuits, nesoi",ICT,Audiovisual Equipment,Input,Free,NO
1019,85286905,"Incomplete or unfinished color video projectors, w/o cathode-ray tube, flat panel screen or similar display device, incorp. VCR or player",ICT,Audiovisual Equipment,Input,Free,NO
1020,85286910,"Incomplete or unfinished color video projectors, w/o cathode-ray tube, flat panel screen or similar display, not incorp. VCR or player",ICT,Audiovisual Equipment,Input,Free,NO
1021,85287204,"Incomplete or unfinished color tv reception apparatus, presented w/o a display device, incorp. VCR or player",ICT,Audiovisual Equipment,Input,Free,NO
1022,85287208,"Incomplete or unfinished color tv reception apparatus, presented w/o a display device, n/incorp. VCR or player",ICT,Audiovisual Equipment,Input,Free,NO
1023,85299029,"Tuners for television apparatus, other than printed circuit assemblies",ICT,Audiovisual Equipment,Input,Free,NO
1024,85299033,"Subassies w/2 or more PCBs or ceramic substrates, as spec'd in add. US note 9 ch. 85, for color TV, w/components in add. US note 4, ch. 85",ICT,Audiovisual Equipment,Input,Free,NO
1025,85299036,"Subassies w/2 or more PCBs or ceramic substrates, as spec'd in add. US note 9 ch. 85, for color TV, not w/components in add. US note 4, ch. 85",ICT,Audiovisual Equipment,Input,Free,NO
1026,85299039,"Parts of television receivers specified in U.S. note 9 to chapter 85, other than printed circuit assemblies, nesoi",ICT,Audiovisual Equipment,Input,Free,NO
1027,85299043,"PCBs and ceramic substrates and subassemblies thereof for color TV, w/components listed in add. U.S. note 4, chap. 85",ICT,Audiovisual Equipment,Input,Free,NO
1028,85299046,"Combinations of PCBs and ceramic substrates and subassemblies thereof for color TV, w/components listed in add. U.S. note 4, chap. 85",ICT,Audiovisual Equipment,Input,Free,NO
1029,85299049,"Combinations of parts of television receivers specified in U.S. note 10 to chapter 85, other than printed circuit assemblies, nesoi",ICT,Audiovisual Equipment,Input,Free,NO
1030,85299055,"Flat panel screen assemblies for TV reception apparatus, color video monitors and video projectors",ICT,Audiovisual Equipment,Input,Free,NO
1031,85299083,"Other parts of television apparatus (other than television cameras), nesoi",ICT,Audiovisual Equipment,Input,Free,NO
1032,85299088,"Subassies w/2 or more PCBs or ceramic substrates, exc. tuners or converg. ass'ies, for color TV, w/components in add. US note 4, ch. 85",ICT,Audiovisual Equipment,Input,Free,NO
1033,85299089,"Subassies w/2 or more PCBs or ceramic substrates, exc. tuners or converg. ass'ies, for color TV, not w/components in add. US note 4, ch. 85",ICT,Audiovisual Equipment,Input,Free,NO
1034,90330020,LEDs for backlighting of LCDs,ICT,Audiovisual Equipment,Input,Free,NO
1035,90330030,Touch screens without display capabilities for incorporation in apparatus having a display,ICT,Audiovisual Equipment,Input,Free,NO
1036,84433100,"Multifunction units (machines which perform two or more of the functions of printing, copying or facsimile transmission, capable of connecti",ICT,Computer Equipment,Final,Free,NO
1037,84433210,"Printer units, capable of connecting to an automatic data processing machine or to a network",ICT,Computer Equipment,Final,Free,NO
1038,84713001,"Portable automatic data processing machines, not over 10 kg, consisting at least a central processing unit, keyboard and display",ICT,Computer Equipment,Final,Free,NO
1039,84714101,"ADP machines, nonportable or over 10 kg, comprise in the same housing least central processing unit and input & output unit",ICT,Computer Equipment,Final,Free,NO
1040,84714900,"ADP machines, nesoi, entered as a system (consisting of a central processing unit, an input unit, and an output unit)",ICT,Computer Equipment,Final,Free,NO
1041,84715001,"Processing units other than those of subheading 8471.41 and 8471.49, nesoi",ICT,Computer Equipment,Final,Free,NO
1042,84716010,Combined input/output units for automatic data processing machines not entered with the rest of a system,ICT,Computer Equipment,Final,Free,NO
1043,84716020,Keyboards for automatic data processing machines not entered with the rest of a system,ICT,Computer Equipment,Final,Free,NO
1044,84716070,"Input or output units suitable for physical incorporation into ADP machine or unit thereof,nesoi, not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1045,84716080,Optical scanners and magnetic ink recognition devices not entered with the rest of a ADP system,ICT,Computer Equipment,Final,Free,NO
1046,84716090,"Other input or output units of digital ADP machines, nesoi, not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1047,84717010,"ADP magnetic disk drive storage units, disk dia. ov 21 cm,w/o read-write unit; read-write units; all not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1048,84717020,"ADP magnetic disk drive storage units, disk dia. ov 21 cm: for incorp. into ADP machines or units, not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1049,84717030,"ADP magnetic disk drive storage units, disk dia. ov 21 cm, nesoi, not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1050,84717040,"ADP magnetic disk drive storage units, disk dia. n/ov 21 cm,not in cabinet, w/o attached external power supply, n/entered w/rest of a system",ICT,Computer Equipment,Final,Free,NO
1051,84717050,"ADP magnetic disk drive storage units, disk dia. n/ov 21 cm, nesoi, not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1052,84717060,"ADP storage units other than magnetic disk, not in cabinets for placing on a table, etc., not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1053,84717090,"ADP storage units other than magnetic disk drive units, nesoi, not entered with the rest of a system",ICT,Computer Equipment,Final,Free,NO
1054,84718010,Control or adapter units for automatic data processing machines not entered with rest of a system,ICT,Computer Equipment,Final,Free,NO
1055,84718040,"Unit suitable for physical incorporation into automatic data processing machine or unit thereof,not entered with the rest of a system, nesoi",ICT,Computer Equipment,Final,Free,NO
1056,84718090,"Other units of automatic data processing machines, not entered with the rest of a system, nesoi",ICT,Computer Equipment,Final,Free,NO
